-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,-1,-1,130,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,-1,5,130,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,42,42,130,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,42,42,130,-1,-1,-1,-1
-1,-1,105,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,106,42,42,108,86,86,109,-1
-1,-1,126,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,45,45,2,2,2,130,-1
-1,-1,126,23,23,23,23,23,23,23,23,23,23,23,23,24,25,25,25,25,25,25,25,25,25,65,45,23,23,23,130,-1
-1,-1,126,45,45,66,66,66,67,45,44,46,67,45,45,45,45,45,45,45,45,45,65,45,45,45,45,45,45,65,130,-1
-1,-1,126,45,45,65,46,66,66,45,45,46,45,45,45,45,45,45,45,45,65,45,45,45,45,45,45,65,45,45,130,-1
-1,-1,126,45,45,66,66,45,66,66,66,64,46,46,44,46,46,46,45,45,67,45,45,45,45,45,46,45,45,45,130,-1
-1,-1,126,45,67,45,64,45,46,46,45,66,66,66,67,45,45,46,46,45,45,45,67,67,65,45,46,45,45,45,130,-1
-1,-1,126,45,45,66,66,46,46,45,67,45,67,66,66,65,45,45,46,46,46,45,67,45,45,45,46,45,45,45,130,-1
-1,-1,126,45,67,66,45,45,67,64,66,66,66,66,66,66,67,67,67,45,46,46,45,45,45,46,45,45,45,45,130,-1
-1,-1,126,45,67,44,67,67,67,66,66,45,45,65,45,45,45,45,45,45,45,45,64,46,46,46,45,44,45,45,130,-1
-1,-1,126,45,45,45,45,45,45,45,66,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,45,45,45,45,130,-1
-1,-1,169,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,151,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
